"학교명","학교급","주소"
"와석초등학교","초등학교","부산광역시 북구 화명대로94번길 83"
"부산체육중학교","중학교","부산광역시 영도구 중리북로21번길 5"
"대구팔공초등학교","초등학교","대구광역시 동구 연경지묘로 150"
"분포초등학교","초등학교","부산광역시 남구 분포로 41"
"팔금초등학교","초등학교","전라남도 신안군 팔금면 삼층석탑길 173"
"서산명지중학교","중학교","충청남도 서산시 대산읍 명지1로 15"
"대구매호초등학교","초등학교","대구광역시 수성구 달구벌대로647길 30"
"삼현여자중학교","중학교","경상남도 진주시 돗골로 115"
"중리중학교","중학교","대구광역시 서구 국채보상로34길 63"
"갈래초등학교","초등학교","강원특별자치도 정선군 고한읍 고한로 300"
"홍천여자중학교","중학교","강원특별자치도 홍천군 홍천읍 갈마로11길 12"
"북이초등학교","초등학교","전라남도 장성군 북이면 신창길 13"
"설천고등학교","고등학교","전북특별자치도 무주군 설천면 하평지길 19"
"금천초등학교","초등학교","전라남도 나주시 금천면 금영로 960"
"선흘초등학교","초등학교","제주특별자치도 제주시 조천읍 선흘동1길 41"
"단원고등학교","고등학교","경기도 안산시 단원구 단원로 55"
"목동초등학교명지분교장","초등학교","경기도 가평군 북면 가화로 2680"
"전주곤지중학교","중학교","전북특별자치도 전주시 완산구 매곡로 22"
"성남여자중학교","중학교","경기도 성남시 수정구 공원로 446"
"대구복현초등학교","초등학교","대구광역시 북구 공항로 58"
"하동중학교","중학교","경상남도 하동군 하동읍 송림1길 32"
"한국산림과학고등학교","고등학교","경상북도 봉화군 춘양면 서원촌길 8-14"
"개신초등학교","초등학교","충청북도 청주시 서원구 신율로 20"
"가산초등학교","초등학교","경상북도 칠곡군 가산면 경북대로 1500"
"지정중학교","중학교","경상남도 의령군 지정면 마산로 81-14"
"춘천기계공업고등학교","고등학교","강원특별자치도 춘천시 후석로462번길 53"
"안양동초등학교","초등학교","경기도 안양시 동안구 임곡로80번길 34"
"광주중흥초등학교","초등학교","광주광역시 북구 경양로197번길 25"
"신평고등학교","고등학교","충청남도 당진시 신평면 서해로 7076"
"부론중학교","중학교","강원특별자치도 원주시 부론면 부귀로 35"
"연천노곡초등학교","초등학교","경기도 연천군 백학면 진목로 26"
"소망초등학교","초등학교","충청남도 천안시 서북구 성거읍 역전말3길 102"
"신능중학교","중학교","경기도 고양시 덕양구 충장로 78"
"능주고등학교","고등학교","전라남도 화순군 능주면 죽수길 31-2"
"거제상동초등학교","초등학교","경상남도 거제시 상동5길 75-41"
"청북고등학교","고등학교","경기도 평택시 청북읍 안청로4길 55"
"북일고등학교","고등학교","충청남도 천안시 동남구 단대로 69"
"목포항도초등학교","초등학교","전라남도 목포시 텃골로33번길 94-8"
"서울불암초등학교","초등학교","서울특별시 노원구 중계로 178"
"서울등현초등학교","초등학교","서울특별시 강서구 화곡로65길 124"
"적성융합고등학교","고등학교","경기도 파주시 적성면 솥뒤로33번길 60"
"함현고등학교","고등학교","경기도 시흥시 역전로 463"
"회현초등학교","초등학교","전북특별자치도 군산시 회현면 회현로 139"
"예림디자인고등학교","고등학교","서울특별시 구로구 오리로21길 2"
"배영고등학교","고등학교","전북특별자치도 정읍시 동학로 243"
"율곡중학교","중학교","경기도 파주시 법원읍 사임당로905번길 10"
"보인고등학교","고등학교","서울특별시 송파구 오금로49길 18"
"성호중학교","중학교","경기도 오산시 동부대로436번길 34"
"금당초등학교","초등학교","충청남도 홍성군 홍동면 초롱산길 9"
"세천초등학교","초등학교","대전광역시 동구 옥천로 610-12"
"백산중학교","중학교","전북특별자치도 부안군 백산면 백산로 379"
"금오초등학교","초등학교","충청남도 예산군 예산읍 역전로134번길 40"
"봉명고등학교","고등학교","충청북도 청주시 흥덕구 월명로220번길 19"
"화성금곡초등학교","초등학교","경기도 화성시 동탄문화센터로 13"
"왕신여자고등학교","고등학교","전북특별자치도 정읍시 신태인읍 정신로 1094"
"서울송원초등학교","초등학교","서울특별시 성동구 동일로43길 9"
"방이중학교","중학교","서울특별시 송파구 오금로11길 64"
"용인한빛초등학교","초등학교","경기도 용인시 수지구 동천로 153번길 23"
"영신고등학교","고등학교","대구광역시 동구 팔공로50길 32"
"자양중학교","중학교","서울특별시 광진구 뚝섬로41길 33"
"원동중학교","중학교","경상남도 양산시 원동면 원동로 1654"
"송호초등학교","초등학교","경기도 안산시 단원구 한양대학로 183"
"오창고등학교","고등학교","충청북도 청주시 청원구 오창읍 괴정1길 10"
"부산보건고등학교","고등학교","부산광역시 영도구 절영로 163"
"한들물빛초등학교","초등학교","충청남도 아산시 탕정면 한들물빛도시로 49"
"서강중학교","중학교","광주광역시 북구 서강로 1"
"대구팔달초등학교","초등학교","대구광역시 북구 매천로2길 19-6"
"화산중학교","중학교","전라남도 해남군 화산면 연정길 29"
"대전상대초등학교","초등학교","대전광역시 유성구 월드컵대로 322"
"어유중학교","중학교","경기도 파주시 적성면 율곡로 2875"
"녹전초등학교원천분교장","초등학교","경상북도 안동시 녹전면 원당안길 12"
"중리초등학교","초등학교","부산광역시 영도구 와치로 286"
"독정초등학교","초등학교","경기도 용인시 기흥구 보정로 100"
"영평초등학교","초등학교","제주특별자치도 제주시 아봉로 225"
"대전대양초등학교","초등학교","대전광역시 대덕구 송촌로 67"
"청송초등학교","초등학교","충청남도 청양군 청양읍 칠갑산로 97"
"금지동초등학교","초등학교","전북특별자치도 남원시 금지면 금지순환길 888-10"
"성산초등학교","초등학교","경상북도 고령군 성산면 성산로 902"
"선덕중학교","중학교","서울특별시 도봉구 시루봉로 53"
"두일중학교","중학교","경기도 파주시 책향기숲길 39"
"정촌초등학교","초등학교","경상남도 진주시 동부로 11"
"삼산초등학교","초등학교","인천광역시 강화군 삼산면 삼산북로 451"
"정읍초등학교","초등학교","전북특별자치도 정읍시 마곡로 33"
"임하초등학교","초등학교","경상북도 안동시 임하면 앞산밑길 9"
"중앙여자고등학교","고등학교","서울특별시 서대문구 북아현로11가길 7"
"여수여문초등학교","초등학교","전라남도 여수시 문수로 142-16"
"군산금빛초등학교","초등학교","전북특별자치도 군산시 궁포3로 48"
"노화중학교","중학교","전라남도 완도군 노화읍 노화서로 1-14"
"서울정수초등학교","초등학교","서울특별시 성북구 정릉로24길 58"
"장산중학교","중학교","부산광역시 해운대구 선수촌로 47"
"대전송촌중학교","중학교","대전광역시 대덕구 계족산로 110"
"남원여자고등학교","고등학교","전북특별자치도 남원시 광천북길 229-11"
"달산초등학교","초등학교","부산광역시 기장군 정관읍 정관로 674"
"여수공업고등학교","고등학교","전라남도 여수시 군자길 75"
"전주용흥초등학교","초등학교","전북특별자치도 전주시 완산구 삼천천변1길 16"
"김해여자중학교","중학교","경상남도 김해시 구지로 127"
"선정고등학교","고등학교","서울특별시 은평구 서오릉로20길 19"
"전주만성초등학교","초등학교","전북특별자치도 전주시 덕진구 중동로 32"
"황산초등학교","초등학교","경상남도 양산시 물금읍 화합5길 12"
"성남신기초등학교","초등학교","경기도 성남시 분당구 황새울로 74"
"남춘천중학교","중학교","강원특별자치도 춘천시 충혼길 51"
"신영초등학교","초등학교","강원특별자치도 강릉시 주문진읍 주문북로 160"
"서귀중앙여자중학교","중학교","제주특별자치도 서귀포시 중앙로 120"
"장평초등학교","초등학교","충청남도 청양군 장평면 충의로 453"
"순천고등학교","고등학교","전라남도 순천시 우석로 191"
"갈매중학교","중학교","경기도 구리시 갈매순환로 121"
"매탄중학교","중학교","경기도 수원시 영통구 효원로 337"
"엄궁중학교","중학교","부산광역시 사상구 대동로 56"
"제주대학교교육대학부설초등학교","초등학교","제주특별자치도 제주시 일주동로 61"
"사동초등학교","초등학교","경기도 동두천시 생연로 65"
"영일초등학교","초등학교","경기도 수원시 영통구 덕영대로1673번길 17"
"순창북중학교","중학교","전북특별자치도 순창군 순창읍 옥천로 67-13"
"대전도솔초등학교","초등학교","대전광역시 서구 원도안로 80"
"분당아람고등학교","고등학교","경기도 성남시 분당구 장미로 153"
"제주고등학교","고등학교","제주특별자치도 제주시 1100로 3213"
"삼남중학교","중학교","전북특별자치도 부안군 부안읍 용계길 29"
"노음초등학교","초등학교","경상북도 울진군 근남면 노음6길 22"
"화천정보산업고등학교","고등학교","강원특별자치도 화천군 화천읍 상승로 69"
"부천북초등학교","초등학교","경기도 부천시 원미구 원미로131번길 35"
"신창중학교","중학교","충청남도 아산시 신창면 천우물로 74"
"포두중학교","중학교","전라남도 고흥군 포두면 우주로 628-34"
"갈산고등학교","고등학교","충청남도 홍성군 갈산면 상촌로9번길 39"
"서울매헌초등학교","초등학교","서울특별시 서초구 언남길 8"
"전주송원초등학교","초등학교","전북특별자치도 전주시 덕진구 와룡로 25"
"울산외국어고등학교","고등학교","울산광역시 북구 중산동로 32-46"
"부명중학교","중학교","경기도 부천시 원미구 조마루로 182"
"화정초등학교","초등학교","경상남도 의령군 화정면 화정로 314"
"비봉초등학교","초등학교","전북특별자치도 완주군 비봉면 비봉소농길 40"
"광성고등학교","고등학교","서울특별시 마포구 신수로8길 20"
"임곡초등학교","초등학교","광주광역시 광산구 하림길 26"
"신원초등학교","초등학교","경상남도 거창군 신원면 신차로 3053"
"서울강신초등학교","초등학교","서울특별시 양천구 월정로 280"
"청주외국어고등학교","고등학교","충청북도 청주시 흥덕구 장구봉로 107"
"삼남중학교","중학교","울산광역시 울주군 삼남읍 강당로 95"
"성주중앙초등학교","초등학교","경상북도 성주군 성주읍 시장1길 17"
"화북초등학교","초등학교","제주특별자치도 제주시 일주동로 157"
"남목중학교","중학교","울산광역시 동구 방어진순환도로 1155"
"성동공업고등학교","고등학교","서울특별시 중구 다산로 290"
"광림초등학교","초등학교","광주광역시 서구 하남대로710번길 19"
"군서초등학교","초등학교","충청북도 옥천군 군서면 성왕로 517"
"서산중학교","중학교","충청남도 서산시 덕지천로 90"
"한성고등학교","고등학교","서울특별시 서대문구 북아현로1길 24"
"인천해든초등학교","초등학교","인천광역시 서구 서로3로 60"
"대구성서초등학교","초등학교","대구광역시 달서구 달구벌대로 1339"
"오천초등학교","초등학교","경상북도 포항시 남구 오천읍 정몽주로 572"
"신기중학교","중학교","대구광역시 동구 율하동로 88"
"숭문고등학교","고등학교","서울특별시 마포구 숭문길 99"
"영오초등학교영현분교장","초등학교","경상남도 고성군 영현면 대가로 1675-20"
"천북초등학교","초등학교","경상북도 경주시 천북면 천북로 343"
"광양서초등학교","초등학교","전라남도 광양시 광양읍 숲샘길 29"
"성화여자고등학교","고등학교","대구광역시 북구 복현로 140"
"횡성고등학교","고등학교","강원특별자치도 횡성군 횡성읍 교항로 33"
"덕암중학교","중학교","전북특별자치도 김제시 하공로 9"
"교동초등학교","초등학교","부산광역시 동래구 시실로 73-13"
"서귀포고등학교","고등학교","제주특별자치도 서귀포시 중앙로 140"
"하주초등학교","초등학교","경상북도 경산시 하양읍 무학로 48"
"신철원초등학교","초등학교","강원특별자치도 철원군 갈말읍 명성로139번안길 45"
"덕성초등학교","초등학교","부산광역시 북구 만덕대로39번길 45"
"군산아리울초등학교","초등학교","전북특별자치도 군산시 수송동로 90"
"영양여자중학교","중학교","경상북도 영양군 영양읍 영양창수로 141"
"용두초등학교","초등학교","광주광역시 북구 임방울대로1041번길 25"
"미동초등학교","초등학교","강원특별자치도 태백시 역둔원동로 1405"
"김해대동중학교","중학교","경상남도 김해시 대동면 동남로49번길 14"
"사송중학교","중학교","경상남도 양산시 동면 내송큰들1길 8"
"전라중학교","중학교","전북특별자치도 전주시 덕진구 세병로 196"
"동문고등학교","고등학교","대구광역시 수성구 효행로 17"
"격포초등학교","초등학교","전북특별자치도 부안군 변산면 격포윗길 11"
"제천중앙초등학교","초등학교","충청북도 제천시 고암로 7"
"대구청림초등학교","초등학교","대구광역시 수성구 고산로 51"
"토평고등학교","고등학교","경기도 구리시 장자대로111번길 41"
"광장중학교","중학교","서울특별시 광진구 광장로1길 1"
"정평초등학교","초등학교","경상북도 경산시 대학로16길 15"
"장항중학교","중학교","충청남도 서천군 장항읍 장서로16번길 79"
"현민초등학교","초등학교","경기도 화성시 동탄신리천로3길 11"
"우정초등학교","초등학교","경기도 화성시 우정읍 버들로 136"
"한국외식과학고등학교","고등학교","경기도 양주시 남면 개나리18길 1"
"포항동해중학교","중학교","경상북도 포항시 남구 동해면 일월로41번길 26"
"녹전초등학교","초등학교","경상북도 안동시 녹전면 녹전로 695"
"서동초등학교","초등학교","부산광역시 금정구 동현로 147"
"가평초등학교","초등학교","충청북도 단양군 매포읍 가평길 58"
"영흥중학교","중학교","인천광역시 옹진군 영흥면 내동로 107"
"일동초등학교","초등학교","경상남도 창원시 의창구 대산면 대산북로 461"
"일동초등학교","초등학교","광주광역시 북구 일곡택지로 45"
"삼성여자고등학교","고등학교","부산광역시 사하구 감천로43번길 45"
"보은여자중학교","중학교","충청북도 보은군 보은읍 보은로 223"
"전곡중학교","중학교","경기도 연천군 전곡읍 전은길 21"
"지산중학교","중학교","광주광역시 북구 양산택지로 130"
"순천승주중학교","중학교","전라남도 순천시 승주읍 승주로 615"
"석동중학교","중학교","경상남도 창원시 진해구 석동로 40"
"위성초등학교","초등학교","경상남도 함양군 함양읍 위성초등길 18"
"빛가람중학교","중학교","전라남도 나주시 월정5길 12"
"안화초등학교","초등학교","경기도 화성시 병점3로 132-5"
"부산초등학교","초등학교","전라남도 장흥군 부산면 부유로 25-16"
"광주극락초등학교","초등학교","광주광역시 서구 상무버들로54번길 5"
"감만중학교","중학교","부산광역시 남구 홍곡로 313-14"
"정선초등학교","초등학교","강원특별자치도 정선군 정선읍 비봉로 15"
"수성초등학교","초등학교","경기도 수원시 장안구 금당로 19"
"시흥초등학교","초등학교","제주특별자치도 서귀포시 성산읍 시흥상동로 113"
"송지고등학교","고등학교","전라남도 해남군 송지면 미야길 158-16"
"숭산초등학교","초등학교","경상북도 칠곡군 북삼읍 보손4길 20"
"대구감천초등학교","초등학교","대구광역시 달서구 구마로12길 60"
"계림초등학교","초등학교","경상북도 경주시 동문로43번길 16"
"서울용산초등학교","초등학교","서울특별시 용산구 한강대로57길 33"
"제원중학교","중학교","충청남도 금산군 제원면 금강로 61"
"단월초등학교","초등학교","충청북도 충주시 신대2길 12"
"옥천중학교","중학교","충청북도 옥천군 옥천읍 삼양로 81"
"장승중학교","중학교","서울특별시 동작구 장승배기로10가길 25"
"용호초등학교","초등학교","경상남도 창원시 성산구 용지로169번길 76"
"구갈초등학교","초등학교","경기도 용인시 기흥구 구갈로 36"
"망성초등학교","초등학교","전북특별자치도 익산시 망성면 여강로 903"
"대구강북초등학교","초등학교","대구광역시 북구 구암서로 50"
"반성중학교","중학교","경상남도 진주시 사봉면 동부로 1917"
"시흥고등학교","고등학교","경기도 시흥시 상직길 25"
"광판중학교","중학교","강원특별자치도 춘천시 남산면 김유정로 83"
"백산초등학교","초등학교","부산광역시 북구 덕천로259번길 23"
"수내고등학교","고등학교","경기도 성남시 분당구 발이봉북로 15"
"운암중학교","중학교","대구광역시 북구 구암로49길 9"
"진정초등학교","초등학교","경상남도 하동군 금남면 진정1길 10"
"대전대성여자고등학교","고등학교","대전광역시 동구 대성2길 20"
"부곡중학교","중학교","부산광역시 금정구 동부곡로15번길 102-20"
"고령중학교개진분교장","중학교","경상북도 고령군 개진면 오사길 83"
"산양초등학교","초등학교","경상북도 문경시 산양면 산양로 51"
"진천여자중학교","중학교","충청북도 진천군 진천읍 덕금로 65-16"
"대구동부초등학교","초등학교","대구광역시 동구 신암북로7길 22"
"금호초등학교","초등학교","경상남도 진주시 금산면 중천로67번길 25"
"서상초등학교","초등학교","강원특별자치도 춘천시 서면 박사로 1348"
"완도중앙초등학교","초등학교","전라남도 완도군 완도읍 개포로135번길 37"
"전주평화중학교","중학교","전북특별자치도 전주시 완산구 평화로 74"
"전주덕일중학교","중학교","전북특별자치도 전주시 덕진구 하가로 67"
"마산신월초등학교","초등학교","경상남도 창원시 마산합포구 월영마을로 40"
"신목중학교","중학교","서울특별시 양천구 목동중앙로 88"
"충북대학교사범대학부설중학교","중학교","충청북도 청주시 흥덕구 장구봉로41번길 12"
"한국애니메이션고등학교","고등학교","경기도 하남시 검단산로 223"
"진주여자고등학교","고등학교","경상남도 진주시 창렬로 185"
"전주전일초등학교","초등학교","전북특별자치도 전주시 덕진구 태진로 98"
"우강초등학교","초등학교","충청남도 당진시 우강면 우강송산로 183-7"
"선화여자고등학교","고등학교","경상북도 영천시 상아탑길 36"
"화성바른초등학교","초등학교","경기도 화성시 동탄신동5길 7"
"광양하이텍고등학교","고등학교","전라남도 광양시 광양읍 신재로 106"
"서울방화초등학교","초등학교","서울특별시 강서구 양천로6길 92"
"중리초등학교","초등학교","경상남도 창원시 마산회원구 내서읍 호계안길 22"
"인천도림초등학교","초등학교","인천광역시 남동구 논고개로334번길 21"
"동구중학교","중학교","경기도 구리시 동구릉로103번길 75"
"서울대진초등학교","초등학교","서울특별시 강남구 개포로109길 74"
"송산초등학교","초등학교","경기도 화성시 송산면 사강시장길 15-9"
"도계초등학교","초등학교","경상남도 창원시 의창구 하남천동길 10"
"서울개화초등학교","초등학교","서울특별시 강서구 양천로 11"
"신영초등학교","초등학교","경기도 수원시 영통구 영통로 266"
"봉래초등학교","초등학교","전라남도 고흥군 봉래면 신금길 7"
"의왕덕성초등학교","초등학교","경기도 의왕시 덕영대로 123"
"서울본동초등학교","초등학교","서울특별시 동작구 노량진로26길 16-40"
"황성초등학교","초등학교","경상북도 경주시 양정로287번길 12"
"영남중학교","중학교","대구광역시 달서구 월곡로 300"
"성주중학교","중학교","경상북도 성주군 성주읍 주천로 15-18"
"속사초등학교","초등학교","강원특별자치도 평창군 용평면 운두령로 100"
"산양초등학교","초등학교","경기도 용인시 기흥구 산양로 2"
"창원북면고등학교","고등학교","경상남도 창원시 의창구 북면 동전로 36"
"옴천초등학교","초등학교","전라남도 강진군 옴천면 개산중앙길 12-7"
"서울방이초등학교","초등학교","서울특별시 송파구 위례성대로10길 4"
"토평중학교","중학교","경기도 구리시 장자대로111번길 61"
"도창초등학교","초등학교","경기도 시흥시 수인로2793번길 6"
"무동초등학교","초등학교","경상남도 창원시 의창구 북면 동곡로 65"
"번동중학교","중학교","서울특별시 강북구 오현로35길 87"
"장산중학교","중학교","전라남도 신안군 장산면 장산대리길 64"
"보름초등학교","초등학교","경기도 김포시 고촌읍 태리로 267"
"서울화계초등학교","초등학교","서울특별시 강북구 솔매로50가길 25"
"무주중앙초등학교","초등학교","전북특별자치도 무주군 무주읍 향학로 87"
"서벽초등학교","초등학교","경상북도 봉화군 춘양면 춘양로 1424"
"밀양중학교","중학교","경상남도 밀양시 삼문중앙로4길 19"
"동명생활경영고등학교","고등학교","서울특별시 은평구 통일로 793"
"개금고등학교","고등학교","부산광역시 부산진구 백양대로208번길 71"
"동량초등학교","초등학교","충청북도 충주시 동량면 대전조돈길 395"
"서울덕의초등학교","초등학교","서울특별시 구로구 고척로 213"
"황금중학교","중학교","대구광역시 수성구 들안로32길 40"
"용남초등학교","초등학교","경상남도 창원시 성산구 용호로 65"
"서울삼정초등학교","초등학교","서울특별시 강서구 금낭화로 222"
"성곡중학교","중학교","대구광역시 달서구 새방로 32"
"대전만년중학교","중학교","대전광역시 서구 만년남로 17"
"관동중학교","중학교","강원특별자치도 강릉시 하슬라로 20번길 14"
"의왕부곡중학교","중학교","경기도 의왕시 부곡중학길 61"
"대구동원초등학교","초등학교","대구광역시 수성구 국채보상로 1000"
"나비초등학교","초등학교","경기도 김포시 김포한강10로134번길 70"
"해운대여자고등학교","고등학교","부산광역시 해운대구 우동1로85번길 71"
"상봉초등학교","초등학교","경기도 화성시 봉담읍 상봉길 52"
"아화초등학교","초등학교","경상북도 경주시 서면 내서로 461"
"군포옥천초등학교","초등학교","경기도 군포시 용호2로54번길 12"
"함안초등학교","초등학교","경상남도 함안군 함안면 함안대로 97"
"다송초등학교","초등학교","전북특별자치도 익산시 함열읍 익산대로 1351"
"다솔초등학교","초등학교","경기도 수원시 장안구 이목로 24-35"
"완도초등학교","초등학교","전라남도 완도군 완도읍 중앙길 43"
"광주광남중학교","중학교","경기도 광주시 벼루개길42번길 50"
"주엽초등학교","초등학교","경기도 고양시 일산서구 강선로 29"
"감문중학교","중학교","경상북도 김천시 감문면 감문로 1113"
"강경중학교","중학교","충청남도 논산시 강경읍 계백로 28"
"등원중학교","중학교","서울특별시 강서구 화곡로65길 50"
"청송초등학교","초등학교","경상북도 청송군 청송읍 중앙로 229-10"
"인천재능중학교","중학교","인천광역시 동구 재능로 178"
"전북하이텍고등학교","고등학교","전북특별자치도 완주군 삼례읍 삼례역로 41-1"
"온산중학교","중학교","울산광역시 울주군 온산읍 명봉거남로 78"
"신안중학교","중학교","경기도 안양시 만안구 능곡로 78"
"오산원일중학교","중학교","경기도 오산시 오산로132번길 29"
"과천문원중학교","중학교","경기도 과천시 코오롱로 57"
"하안남초등학교","초등학교","경기도 광명시 금당로 71"
"서울방배초등학교","초등학교","서울특별시 서초구 방배중앙로13길 26"
"삼성중학교","중학교","서울특별시 관악구 신림로3가길 39-24"
"보성여자중학교","중학교","서울특별시 용산구 신흥로3가길 66"
"화성매송초등학교","초등학교","경기도 화성시 매송면 화성로 2403"
"매봉초등학교","초등학교","경기도 용인시 수지구 수지로 75-1"
"대구동천초등학교","초등학교","대구광역시 수성구 상록로16길 20"
"군산여자상업고등학교","고등학교","전북특별자치도 군산시 신지길 42-8"
"화홍초등학교","초등학교","경기도 수원시 팔달구 수성로258번길 70"
"안양예술고등학교","고등학교","경기도 안양시 만안구 양화로25번길 40"
"배명고등학교","고등학교","서울특별시 송파구 삼학사로 11"
"대월초등학교","초등학교","인천광역시 강화군 강화읍 대월로 216"
"노안남초등학교","초등학교","전라남도 나주시 노안면 만호길 20-11"
"서울개포초등학교","초등학교","서울특별시 강남구 삼성로4길 30"
"익산중학교","중학교","전북특별자치도 익산시 금마면 고도길 85"
"태안초등학교","초등학교","경기도 화성시 병점3로 77"
"대구장기초등학교","초등학교","대구광역시 달서구 장기로 280"
"전주신일중학교","중학교","전북특별자치도 전주시 완산구 견훤왕궁2길 8"
"산정초등학교","초등학교","광주광역시 광산구 목련로22번길 11"
"선일초등학교","초등학교","서울특별시 은평구 갈현로29길 27"
"명덕외국어고등학교","고등학교","서울특별시 강서구 강서로47길 34-10"
"전남고등학교","고등학교","광주광역시 서구 상무공원로 32"
"금광초등학교","초등학교","강원특별자치도 강릉시 구정면 금평로 575"
"영동고등학교","고등학교","서울특별시 강남구 선릉로 742"
"대구국우초등학교","초등학교","대구광역시 북구 도남중앙로10길 45"
"서울신북초등학교","초등학교","서울특별시 마포구 월드컵북로38길 26"
"전주신흥고등학교","고등학교","전북특별자치도 전주시 완산구 서원로 399"
"자천초등학교보현분교장","초등학교","경상북도 영천시 자양면 별빛로 1183"
"구학초등학교","초등학교","부산광역시 사상구 학감대로 49"
"영산고등학교","고등학교","경상남도 창녕군 영산면 영산새싹길 13"
"여량초등학교","초등학교","강원특별자치도 정선군 여량면 서동로 2950"
"증포초등학교","초등학교","경기도 이천시 이섭대천로 1418"
"매곡초등학교","초등학교","광주광역시 북구 초당로 25"
"여수부영초등학교","초등학교","전라남도 여수시 대치3길 27"
"무안청계중학교","중학교","전라남도 무안군 청계면 도림길 15-5"
"세종대성고등학교","고등학교","세종특별자치시 다솜로 22"
"금일동초등학교","초등학교","전라남도 완도군 금일읍 월송1길 18-13"
"여수중앙중학교","중학교","전라남도 여수시 덕충6길 79"
"의신초등학교접도분교장","초등학교","전라남도 진도군 의신면 황모길 25-1"
"목동초등학교","초등학교","경기도 가평군 북면 석장모루길 13"
"용성초등학교","초등학교","전북특별자치도 익산시 낭산면 하맹길 183"
"고한고등학교","고등학교","강원특별자치도 정선군 고한읍 고한9길 160"
"망상초등학교","초등학교","강원특별자치도 동해시 동해대로 6251"
"오가초등학교","초등학교","충청남도 예산군 오가면 역말로 89"
"안동초등학교","초등학교","경상북도 안동시 경동로 643"
"서울목운초등학교","초등학교","서울특별시 양천구 목동동로 235"
"강동초등학교","초등학교","울산광역시 북구 화암4길 5"
"대전봉명초등학교","초등학교","대전광역시 유성구 계룡로132번길 62"
"대륜중학교","중학교","대구광역시 수성구 달구벌대로 2700"
"춘천초등학교","초등학교","강원특별자치도 춘천시 방송길7번길 14-5"
"수산초등학교","초등학교","제주특별자치도 서귀포시 성산읍 수시로 9"
"상암고등학교","고등학교","서울특별시 마포구 월드컵북로 445"
"홍천중학교","중학교","강원특별자치도 홍천군 홍천읍 석화로 109-10"
"양주고등학교","고등학교","경기도 양주시 삼숭로38번길 78-52"
"안양초등학교","초등학교","경기도 안양시 만안구 현충로28번길 54"
"서울용강초등학교","초등학교","서울특별시 마포구 백범로17길 9"
"원천초등학교","초등학교","경기도 수원시 영통구 매영로 103"
"대야초등학교","초등학교","전북특별자치도 군산시 대야면 대야관통로 141-13"
"춘포초등학교","초등학교","전북특별자치도 익산시 춘포면 춘포로 408"
"해운초등학교","초등학교","경기도 화성시 서신면 궁평항로 1374-6"
"성산중학교","중학교","대구광역시 달서구 선원남로 174"
"부인초등학교","초등학교","경기도 부천시 원미구 신상로 16"
"샛별초등학교","초등학교","경상남도 거창군 거창읍 죽전4길 28"
"하서중학교","중학교","전북특별자치도 부안군 하서면 변산로 852"
"방어진초등학교","초등학교","울산광역시 동구 꽃바위로 341"
"서울진관초등학교","초등학교","서울특별시 은평구 진관4로 78-16"
"호성초등학교","초등학교","경기도 안양시 동안구 호성로 43-2"
"울산상업고등학교","고등학교","울산광역시 울주군 범서읍 장검길 11"
"장기초등학교","초등학교","세종특별자치시 장군면 장척로 398-9"
"서울경일초등학교","초등학교","서울특별시 성동구 뚝섬로 332"
"내동초등학교","초등학교","경상남도 진주시 내동면 순환로 426"
"대구유가초등학교","초등학교","대구광역시 달성군 유가읍 테크노대로5길 34"
"사창초등학교","초등학교","경기도 화성시 양감면 정문회화로 7"
"성지송학중학교","중학교","전라남도 영광군 군서면 서금길 15"
"사직고등학교","고등학교","부산광역시 동래구 쇠미로119번길 51"
"진성초등학교","초등학교","경상북도 경산시 진량읍 진성로 115-5"
"서광초등학교","초등학교","제주특별자치도 서귀포시 안덕면 중산간서로 1842"
"동북초등학교","초등학교","전북특별자치도 부안군 동진면 제전길 63"
"시흥능곡고등학교","고등학교","경기도 시흥시 승지로 107"
"대구새론초등학교","초등학교","대구광역시 동구 과학로13길 5"
"건국중학교","중학교","부산광역시 사하구 승학로17번길 76-8"
"고한초등학교","초등학교","강원특별자치도 정선군 고한읍 고한4길 11"
"오성고등학교","고등학교","대구광역시 수성구 달구벌대로522길 78"
"대전원앙초등학교","초등학교","대전광역시 서구 관저북로 97"
"대구서변초등학교","초등학교","대구광역시 북구 호국로43길 35"
"대송고등학교","고등학교","울산광역시 동구 봉수로 210"
"양산여자고등학교","고등학교","경상남도 양산시 교동1길 21"
"신정고등학교","고등학교","울산광역시 남구 문수로 458"
"일산초등학교","초등학교","강원특별자치도 원주시 일산초교길 1"
"회화초등학교","초등학교","경상남도 고성군 회화면 배둔로 95"
"봉양초등학교","초등학교","강원특별자치도 정선군 정선읍 녹송7길 1"
"이리북중학교","중학교","전북특별자치도 익산시 익산대로 415-14"
"형남초등학교","초등학교","경상북도 구미시 형곡동로 1-5"
"웅포초등학교","초등학교","전북특별자치도 익산시 웅포면 강변로 10-1"
"신니중학교","중학교","충청북도 충주시 신니면 신의수청길 149"
"주전초등학교","초등학교","울산광역시 동구 동해안로 575"
"더럭초등학교","초등학교","제주특별자치도 제주시 애월읍 하가로 195"
"김천여자중학교","중학교","경상북도 김천시 자산로 168"
"경기여자고등학교","고등학교","서울특별시 강남구 삼성로 29"
"송천초등학교","초등학교","경상북도 안동시 송천2길 119"
"신남중학교","중학교","강원특별자치도 인제군 남면 신남로 47-35"
