"학교명","학교급","주소"
"대전문화초등학교","초등학교","대전광역시 중구 문화로78번안길 70"
"상학초등학교","초등학교","부산광역시 북구 상학산복길 191"
"서대전초등학교","초등학교","대전광역시 중구 선화로 17"
"성포중학교","중학교","경기도 안산시 상록구 월피로 73"
"일광초등학교","초등학교","부산광역시 기장군 일광읍 해빛로 46"
"대전성남초등학교","초등학교","대전광역시 동구 성남로32번길 5"
"대구공산초등학교","초등학교","대구광역시 동구 팔공로197길 35"
"목포상동초등학교","초등학교","전라남도 목포시 상동로21번길 73"
"군산영광중학교","중학교","전북특별자치도 군산시 둔배미길 21"
"무실초등학교","초등학교","강원특별자치도 원주시 만대로 155"
"상록초등학교","초등학교","충청남도 당진시 송악읍 송악로 1024"
"서울신구로초등학교","초등학교","서울특별시 구로구 가마산로27길 69"
"문성고등학교","고등학교","광주광역시 남구 제석로 73"
"설성초등학교","초등학교","경기도 이천시 설성면 진상미로264번길 21-165"
"인천효성남초등학교","초등학교","인천광역시 계양구 새벌로 125"
"삽교중학교","중학교","충청남도 예산군 삽교읍 삽교로 173"
"담양동초등학교","초등학교","전라남도 담양군 담양읍 추성로 1323"
"새움초등학교","초등학교","세종특별자치시 다정남로 93"
"양신초등학교","초등학교","충청남도 예산군 오가면 내양막길 5"
"서울번동초등학교","초등학교","서울특별시 강북구 오현로 204"
"대덕초등학교","초등학교","전북특별자치도 완주군 구이면 구이로 641"
"서울신목초등학교","초등학교","서울특별시 양천구 신목로5길 11-6"
"동신초등학교","초등학교","전북특별자치도 정읍시 상동중앙로 15"
"예산중학교","중학교","충청남도 예산군 예산읍 예중길 40"
"대평초등학교","초등학교","세종특별자치시 대평1길 19"
"춘양초등학교","초등학교","경상북도 봉화군 춘양면 의양로 24-1"
"영훈국제중학교","중학교","서울특별시 강북구 도봉로13가길 19"
"서선초등학교","초등학교","경상북도 안동시 풍산읍 서선길 51"
"대창중학교","중학교","경상북도 예천군 예천읍 대창학교길 33"
"답내초등학교","초등학교","경기도 남양주시 화도읍 경춘로2347번길 44-7"
"당진정보고등학교","고등학교","충청남도 당진시 운학길 5"
"다산별빛초등학교","초등학교","경기도 남양주시 다산중앙로82번안길 40"
"부성초등학교","초등학교","충청남도 서산시 지곡면 화천1로 83"
"창림초등학교","초등학교","강원특별자치도 횡성군 횡성읍 한우로 789"
"사우초등학교","초등학교","경기도 김포시 사우로 20"
"산월초등학교","초등학교","광주광역시 광산구 산월로9번길 36"
"경산중학교","중학교","경상북도 경산시 원효로 89"
"천안성성중학교","중학교","충청남도 천안시 서북구 부성1길 83"
"대구일마이스터고등학교","고등학교","대구광역시 동구 효동로 48"
"초읍중학교","중학교","부산광역시 부산진구 성지로94번길 71"
"회천중학교","중학교","경기도 양주시 고암길 77"
"하일초등학교","초등학교","경기도 광명시 철망산로 68"
"학산중학교","중학교","대구광역시 달서구 월곡로94길 10"
"용주초등학교","초등학교","광주광역시 북구 용주로 15"
"동원고등학교","고등학교","경상남도 통영시 광도면 용호로 12-29"
"서울세검정초등학교","초등학교","서울특별시 종로구 세검정로9길 1"
"부천신흥초등학교","초등학교","경기도 부천시 원미구 길주로391번길 71"
"신라고등학교","고등학교","경상북도 경주시 태종로 526"
"초월초등학교","초등학교","경기도 광주시 초월읍 산수로 523"
"성도고등학교","고등학교","부산광역시 북구 시랑로132번길 87"
"전주동중학교","중학교","전북특별자치도 전주시 덕진구 심방죽로 23"
"인천양촌초등학교","초등학교","인천광역시 계양구 장제로 954"
"부리초등학교","초등학교","충청남도 금산군 부리면 현내로 81"
"광탄중학교","중학교","경기도 파주시 광탄면 혜음로 1128"
"서귀포여자고등학교","고등학교","제주특별자치도 서귀포시 태평로 80"
"성남중앙초등학교","초등학교","경기도 성남시 중원구 원터로94번길 7"
"이리남성여자중학교","중학교","전북특별자치도 익산시 동서로35길 41"
"동명중학교","중학교","대전광역시 중구 사득로54번길 29"
"은평중학교","중학교","서울특별시 은평구 갈현로17나길 12-1"
"김포구래초등학교","초등학교","경기도 김포시 김포한강9로12번길 77"
"성서중학교","중학교","서울특별시 마포구 성산로4길 42"
"신광초등학교","초등학교","제주특별자치도 제주시 성신로 25"
"오산중학교","중학교","서울특별시 용산구 보광로7길 17"
"가야여자중학교","중학교","부산광역시 부산진구 엄광로182번길 15-25"
"창신초등학교","초등학교","경기도 평택시 오성면 창신뜰길 138"
"장흥회덕중학교","중학교","전라남도 장흥군 회진면 가학회진로 1519"
"공덕초등학교","초등학교","전북특별자치도 김제시 공덕면 공덕로 248"
"두암중학교","중학교","광주광역시 북구 밤실로208번길 23"
"이천양정여자고등학교","고등학교","경기도 이천시 영창로 119"
"토현초등학교","초등학교","부산광역시 연제구 토현로 48"
"전주서원초등학교","초등학교","전북특별자치도 전주시 완산구 오두정길 45"
"둔내고등학교","고등학교","강원특별자치도 횡성군 둔내면 둔내로 22"
"신천초등학교","초등학교","울산광역시 북구 호계로 349-7"
"강일고등학교","고등학교","서울특별시 강동구 아리수로98길 40"
"대전도안고등학교","고등학교","대전광역시 유성구 원신흥남로 51"
"옥빛초등학교","초등학교","경기도 양주시 옥정로4길 38"
"일산중학교","중학교","경기도 고양시 일산서구 원일로 53"
"춘천삼육초등학교","초등학교","강원특별자치도 춘천시 동면 방죽길 56-10"
"시흥신일초등학교","초등학교","경기도 시흥시 신천로7번길 12"
"서울흥인초등학교","초등학교","서울특별시 중구 청구로6길 11"
"구영초등학교","초등학교","울산광역시 울주군 범서읍 점촌1길 10"
"서부초등학교","초등학교","울산광역시 동구 봉수로 457"
"교동초등학교","초등학교","경상남도 창원시 마산회원구 무학로 589"
"무학초등학교","초등학교","경상남도 창원시 마산합포구 자산동8길 6"
"첨단초등학교","초등학교","광주광역시 광산구 임방울대로 727-20"
"향동초등학교","초등학교","경기도 고양시 덕양구 향동1로 37"
"동안고등학교","고등학교","경기도 안양시 동안구 부림로 71"
"전주남초등학교","초등학교","전북특별자치도 전주시 완산구 장승배기로 376"
"고양신일초등학교","초등학교","경기도 고양시 일산서구 강선로 183"
"서울등양초등학교","초등학교","서울특별시 강서구 강서로56나길 140"
"함양고등학교","고등학교","경상남도 함양군 함양읍 함양로 1063"
"태봉초등학교","초등학교","광주광역시 북구 청계로 33"
"가수중학교","중학교","경기도 오산시 가수1로 10"
"명륜초등학교","초등학교","강원특별자치도 원주시 행구로 25"
"용문고등학교","고등학교","서울특별시 성북구 고려대로17가길 46"
"목포서부초등학교","초등학교","전라남도 목포시 원산로 27"
"태릉고등학교","고등학교","서울특별시 중랑구 신내로23길 36"
"인천당하중학교","중학교","인천광역시 서구 청마로 38"
"옥성초등학교","초등학교","울산광역시 중구 옥교11길 50"
"한밭고등학교","고등학교","대전광역시 서구 신갈마로141번길 58"
"내손중학교","중학교","경기도 의왕시 내손순환로 51"
"노형초등학교","초등학교","제주특별자치도 제주시 노형로 383"
"화천초등학교","초등학교","강원특별자치도 화천군 화천읍 화천새싹길 57"
"황지중학교","중학교","강원특별자치도 태백시 문화로 16"
"광시중학교","중학교","충청남도 예산군 광시면 광시소길 24"
"서해고등학교","고등학교","경기도 시흥시 정왕신길로 13"
"금강초등학교","초등학교","부산광역시 동래구 사직북로28번길 125"
"유락여자중학교","중학교","부산광역시 동래구 금강로 51"
"춘당초등학교","초등학교","강원특별자치도 횡성군 청일면 청정로 1461"
"평택화양초등학교","초등학교","경기도 평택시 현덕면 화양현화2로 10"
"부석중학교","중학교","충청남도 서산시 부석면 무학로 1034"
"여울초등학교","초등학교","경기도 화성시 동탄감배산로 95"
"생연중학교","중학교","경기도 동두천시 생연로 46"
"광주동초등학교충효분교장","초등학교","광주광역시 북구 충효샘길 14-30"
"수문초등학교","초등학교","광주광역시 광산구 신창로105번길 9"
"월학초등학교","초등학교","강원특별자치도 인제군 북면 금강로 732"
"부산동고등학교","고등학교","부산광역시 부산진구 동성로30번길 36"
"이리마한초등학교","초등학교","전북특별자치도 익산시 무왕로17길 47"
"과천고등학교","고등학교","경기도 과천시 꿈보람길 26"
